BLDG,UNIT,,Zone,"Location
Code",Unit Type,Unit Area,"Account
Status",FACING VIEW
K,202,K-202,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,203,K-203,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,204,K-204,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,206,K-206,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,207,K-207,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,208,K-208,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,209,K-209,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,210,K-210,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,225,K-225,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,226,K-226,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,227,K-227,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,228,K-228,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,229,K-229,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,230,K-230,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,234,K-234,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,235,K-235,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,236,K-236,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,237,K-237,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,238,K-238,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,239,K-239,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,240,K-240,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,241,K-241,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,246,K-246,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,247,K-247,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,248,K-248,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,250,K-250,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,252,K-252,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,253,K-253,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,255,K-255,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,256,K-256,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,257,K-257,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,261,K-261,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,262,K-262,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,302,K-302,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,303,K-303,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,304,K-304,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,306,K-306,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,309,K-309,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,310,K-310,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,327,K-327,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,329,K-329,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,330,K-330,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,331,K-331,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,334,K-334,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,335,K-335,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,336,K-336,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,337,K-337,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,338,K-338,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,339,K-339,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,340,K-340,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,345,K-345,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,346,K-346,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,347,K-347,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,350,K-350,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,353,K-353,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,355,K-355,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,356,K-356,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,357,K-357,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,358,K-358,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,361,K-361,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,364,K-364,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,402,K-402,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,403,K-403,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,404,K-404,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,405,K-405,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,406,K-406,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,407,K-407,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,408,K-408,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,409,K-409,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,410,K-410,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,425,K-425,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,426,K-426,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,427,K-427,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,428,K-428,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,429,K-429,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,430,K-430,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,431,K-431,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,434,K-434,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,435,K-435,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,436,K-436,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,437,K-437,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,438,K-438,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,439,K-439,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,440,K-440,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,441,K-441,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,444,K-444,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,445,K-445,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,446,K-446,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,447,K-447,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,448,K-448,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,450,K-450,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,451,K-451,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,452,K-452,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,453,K-453,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,455,K-455,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,456,K-456,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,457,K-457,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,458,K-458,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,459,K-459,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,461,K-461,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,463,K-463,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,464,K-464,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,502,K-502,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,503,K-503,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,504,K-504,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,505,K-505,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,506,K-506,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,507,K-507,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,508,K-508,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,509,K-509,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,510,K-510,LOW,Outer,2BR-B,30.6,Fresh,BLDG L
K,525,K-525,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,526,K-526,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,527,K-527,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,528,K-528,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,529,K-529,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,530,K-530,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,531,K-531,LOW,Outer,2BR-B,30.6,Fresh,BLDG J
K,534,K-534,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,538,K-538,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,539,K-539,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,540,K-540,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,541,K-541,LOW,Outer,2BR-B,30.6,Fresh,BLDG C
K,544,K-544,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,545,K-545,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,547,K-547,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,550,K-550,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,552,K-552,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,556,K-556,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,557,K-557,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,558,K-558,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,561,K-561,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,563,K-563,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,564,K-564,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,602,K-602,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,603,K-603,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,604,K-604,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,605,K-605,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,606,K-606,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,607,K-607,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,608,K-608,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,609,K-609,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,610,K-610,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,624,K-624,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,625,K-625,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,626,K-626,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,627,K-627,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,628,K-628,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,629,K-629,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,630,K-630,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,631,K-631,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,634,K-634,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,635,K-635,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,636,K-636,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,637,K-637,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,638,K-638,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,639,K-639,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,640,K-640,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,641,K-641,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,644,K-644,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,645,K-645,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,646,K-646,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,647,K-647,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,648,K-648,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,651,K-651,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,652,K-652,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,653,K-653,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,655,K-655,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,656,K-656,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,657,K-657,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,658,K-658,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,659,K-659,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,661,K-661,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,662,K-662,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,663,K-663,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,664,K-664,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,702,K-702,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,703,K-703,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,704,K-704,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,705,K-705,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,706,K-706,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,707,K-707,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,708,K-708,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,709,K-709,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,710,K-710,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,724,K-724,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,725,K-725,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,726,K-726,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,727,K-727,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,728,K-728,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,729,K-729,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,730,K-730,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,731,K-731,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,734,K-734,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,735,K-735,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,736,K-736,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,737,K-737,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,738,K-738,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,739,K-739,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,740,K-740,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,741,K-741,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,744,K-744,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,745,K-745,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,746,K-746,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,747,K-747,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,748,K-748,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,750,K-750,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,751,K-751,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,752,K-752,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,753,K-753,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,755,K-755,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,756,K-756,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,757,K-757,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,758,K-758,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,759,K-759,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,761,K-761,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,762,K-762,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,763,K-763,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,764,K-764,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,802,K-802,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,803,K-803,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,804,K-804,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,805,K-805,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,806,K-806,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,807,K-807,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,808,K-808,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,809,K-809,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,810,K-810,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,823,K-823,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,824,K-824,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,825,K-825,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,826,K-826,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,827,K-827,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,828,K-828,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,829,K-829,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,830,K-830,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,831,K-831,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,834,K-834,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,835,K-835,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,836,K-836,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,837,K-837,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,838,K-838,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,839,K-839,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,840,K-840,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,844,K-844,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,845,K-845,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,846,K-846,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,847,K-847,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,848,K-848,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,850,K-850,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,851,K-851,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,852,K-852,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,853,K-853,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,855,K-855,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,856,K-856,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,857,K-857,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,858,K-858,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,859,K-859,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,861,K-861,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,863,K-863,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,864,K-864,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,902,K-902,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,903,K-903,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,904,K-904,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,905,K-905,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,906,K-906,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,907,K-907,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,908,K-908,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,909,K-909,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,910,K-910,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,923,K-923,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,924,K-924,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,925,K-925,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,926,K-926,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,927,K-927,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,928,K-928,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,929,K-929,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,930,K-930,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,931,K-931,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,934,K-934,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,935,K-935,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,936,K-936,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,937,K-937,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,938,K-938,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,939,K-939,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,940,K-940,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,941,K-941,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,944,K-944,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,945,K-945,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,946,K-946,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,947,K-947,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,948,K-948,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,950,K-950,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,951,K-951,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,953,K-953,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,955,K-955,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,956,K-956,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,957,K-957,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,958,K-958,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,959,K-959,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,961,K-961,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,962,K-962,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,963,K-963,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,964,K-964,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1002,K-1002,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1003,K-1003,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1004,K-1004,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1005,K-1005,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1006,K-1006,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1007,K-1007,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1009,K-1009,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1010,K-1010,MID,Outer,2BR-B,30.6,Fresh,BLDG L
K,1025,K-1025,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,1026,K-1026,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,1027,K-1027,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,1028,K-1028,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,1029,K-1029,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,1030,K-1030,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,1031,K-1031,MID,Outer,2BR-B,30.6,Fresh,BLDG J
K,1034,K-1034,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,1035,K-1035,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,1036,K-1036,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,1037,K-1037,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,1038,K-1038,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,1039,K-1039,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,1041,K-1041,MID,Outer,2BR-B,30.6,Fresh,BLDG C
K,1044,K-1044,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1045,K-1045,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1046,K-1046,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1047,K-1047,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1048,K-1048,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1050,K-1050,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1051,K-1051,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1052,K-1052,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1053,K-1053,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1055,K-1055,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1056,K-1056,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1057,K-1057,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1058,K-1058,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1059,K-1059,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1061,K-1061,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1062,K-1062,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1063,K-1063,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1064,K-1064,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1102,K-1102,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1103,K-1103,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1104,K-1104,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1105,K-1105,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1106,K-1106,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1107,K-1107,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1108,K-1108,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1109,K-1109,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1110,K-1110,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1124,K-1124,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1125,K-1125,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1126,K-1126,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1127,K-1127,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1128,K-1128,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1129,K-1129,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1130,K-1130,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1131,K-1131,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1134,K-1134,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1135,K-1135,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1136,K-1136,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1137,K-1137,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1138,K-1138,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1139,K-1139,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1144,K-1144,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1145,K-1145,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1146,K-1146,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
